hs6,hs_section_name,weight_2014
151219,Fats and oils,0.00011868948767111748
151311,Fats and oils,0.008016265928930424
151319,Fats and oils,0.00482510667421597
151529,Fats and oils,0.0002186208550191117
151550,Fats and oils,0.051196331506551486
151590,Fats and oils,0.33385438690067204
151620,Fats and oils,0.0656019202558243
151790,Fats and oils,0.014230600913266193
151800,Fats and oils,0.041321788309958606
152110,Fats and oils,0.01695789248152469
152190,Fats and oils,0.2856014491439533
160100,Beverages and tobacco,4.4929332210215315e-06
160250,Beverages and tobacco,7.14358672922679e-05
160300,Beverages and tobacco,0.00022372265646794506
160411,Beverages and tobacco,0.005806177078664474
160413,Beverages and tobacco,0.0035863654481659716
160414,Beverages and tobacco,0.06239240994675683
160419,Beverages and tobacco,0.017472467789881256
160420,Beverages and tobacco,0.02193603756198845
160510,Beverages and tobacco,0.06964928620070403
170112,Beverages and tobacco,3.3694394860640257e-06
170191,Beverages and tobacco,0.00037156182719077005
170199,Beverages and tobacco,0.0021260970439084433
170230,Beverages and tobacco,0.005251769641050945
170260,Beverages and tobacco,0.00014835377981421954
170290,Beverages and tobacco,0.0005802050830464043
170410,Beverages and tobacco,0.004738763234043272
170490,Beverages and tobacco,0.08069013883563153
180100,Beverages and tobacco,1.599611316378301e-05
180400,Beverages and tobacco,0.002689146580757214
180620,Beverages and tobacco,6.194060035287277e-06
180631,Beverages and tobacco,6.313388924799916e-05
180632,Beverages and tobacco,0.0014881828223092565
180690,Beverages and tobacco,0.002076171628292705
190120,Beverages and tobacco,6.078429247544779e-06
190190,Beverages and tobacco,0.011864838149239925
190211,Beverages and tobacco,0.00012668134086296924
190219,Beverages and tobacco,0.03301396340673192
190220,Beverages and tobacco,0.0018646224978207857
190230,Beverages and tobacco,0.018813769822771498
190410,Beverages and tobacco,0.0013167857015918126
190490,Beverages and tobacco,0.001531218309725635
190520,Beverages and tobacco,0.0004522695127380118
190540,Beverages and tobacco,0.002572065199573893
190590,Beverages and tobacco,0.023369592129121035
200110,Beverages and tobacco,0.00012897572653867062
200190,Beverages and tobacco,0.004265773413344971
200290,Beverages and tobacco,0.0006440822386642618
200310,Beverages and tobacco,0.0067943577907118545
200490,Beverages and tobacco,0.004698216933719782
200520,Beverages and tobacco,0.0008653214374927643
200540,Beverages and tobacco,0.0020859955575161793
200551,Beverages and tobacco,0.0008548532051862386
200559,Beverages and tobacco,0.00042664583434615534
200570,Beverages and tobacco,0.0001403268155353924
200580,Beverages and tobacco,0.0003720800822979943
200600,Beverages and tobacco,0.00216714597355703
200710,Beverages and tobacco,3.937697096095847e-06
200791,Beverages and tobacco,6.310784627778689e-05
200799,Beverages and tobacco,0.001970232471485004
200811,Beverages and tobacco,0.004578899503114036
200819,Beverages and tobacco,0.007382305969661772
200820,Beverages and tobacco,0.002152981722917978
200830,Beverages and tobacco,0.1363475486502437
200840,Beverages and tobacco,0.017977634741995634
200850,Beverages and tobacco,0.0007192276666335659
200860,Beverages and tobacco,0.000428206849980679
200870,Beverages and tobacco,0.04873120740376309
200880,Beverages and tobacco,0.0018843198379111371
200899,Beverages and tobacco,0.09022410719134033
200911,Beverages and tobacco,4.023118038392106e-06
200990,Beverages and tobacco,7.432663698583034e-06
